	Category	Tweet	Score
444	Oil	@YoloBroFacts @ranjeet1714 @ANI Even China is not supporting russia openly.. even China is russia's close ally.. china is also abstaining.. India Russia se crude oil le rha hain.. despite west sanctions on russia oil..	-2
445	Oil	@worksalt @ZelenskyyUa @POTUS @VP @KyivIndependent @Ukraine BOT keep driving your car with oil, then go see what crude oil makes! People in glass houses shouldn't throw stones: Iraq Afghanistan Vietnam	-2
446	Oil	@drshamamohd Dear Dr the crude oil purchase at lesser price is to avoid immediate increase in the fuel price. When whole world is facing fuel price hike, India is trying to avoid fuel increase! By doing this present government is not planing to fill the fuel in there pocket and take home.	-2
447	Oil	@Tez21red @carley_joseph7 You still believe fact checker? They are barely different from opinion article. Have you read their fact checker on double import of Russian crude oil?	-2
448	Oil	Indias state-run refiner, Hindustan Petroleum Corporation (HPCL), has bought two million barrels of Russian oil for loading in May, as the countrys refiners step up efforts to secure crude from Moscow at a discount, regional media reported on Thursday.	-2
449	Oil	The Indian oil major says it did not consider the purchase of Russian crude a problem as neither oil itself, nor Vitol have been sanctioned, reports say. Washington, DC has been pressuring New Delhi to avoid purchasing Russian oil due to the Ukraine conflict.	-2
450	Oil	This week, we will focus on the Fed's decision, avoid short-term positions beyond the decision, gold and silver should pay attention to the cooling of safe-haven demand, and crude oil should pay attention to the rebound and short!	2
451	Oil	@montrealronin @GraemeMenzies @FairQuestions So because bitumen is a low grade extra heavy crude, is it, or isn't it oil? Enlighten us when you say it isn't really oil. And sorry, I don't do Chem. I'm a math and physics kind of guy.	-2
452	Oil	There is no mathematical sense to the high price of #gasoline. We used to import 3% of crude oil from #Russia, mostly to Shell Oil. But gasoline prices have risen more than 3%. The USA can fill that void. So tell me where I am wrong.	-2
453	Oil	@IYRKRao Sir, Can u clarify one point on Crude oil purchase from far distant countries like Russia &amp; Venezuela will that add addl transport cost, whereas Gulf is near for us Venezuela is very far away than Russia	0
454	Oil	Discounted Crude Oil From Russia: Oil-Sufficient Countries Need NOT Advise On Russian Imports, Says #India #Russia #Oil #CrudeOil	-2
455	Oil	@BEEAYWHYOO @DoubleEph @Teejay_A High oil prices under Jonathan occured when our daily oil production was more than our demand, there was still something... Not today, when the production is half that level, government expenditures is double the size, Nigeria now uses excess crude acc to pay subsidy...	-2
456	Oil	were among those found guilty of embezzling oil and dismissed by the military authorities on January 26, 2005 for running an illegal crude oil business.	-2
457	Oil	@CarlZha Well, refineries need different grades of oil. Each refinery is tuned to a mix of sweet and sour crude. US imports ALL its sour crude, largely from Canada. But the residual if was from Russia and before, Venezuela. Without enough soir crude refineries can't refine enough end	-1
458	Oil	@Welikumbura @weerawansa_w I just wanted to know, are we importing crude oil or processed petrol, diesel etc?	-2
459	Oil	On Friday, #WTI #crude oil closed higher 1.67% at $ 104.70/bbl while #Brent #crude oil closed higher by 1.21% at $ 107.93/bbl	-2
460	Oil	The crude was sold by European trader Vitol and is the second such deal, as Indian Oil Corporation (IOC) purchased three million barrels of the Russian Urals crude earlier this week at a discount of $20-$25 a barrel for delivery in May.	-2
461	Oil	India bought Crude Oil from Russia at huge exclusive discounts amid #RussianUkrainianWar. And this didn't affect India USA ties. Modi Ji's Diplomacy is a piece of art. Modi Ji knows how to create power balance in geopolitics and bring best to our country. @narendramodi	2
462	Oil	Bears wishful thinking - 1. wishing Crude Oil to go - 250+ 2. USDINR to go - 100+ 3. Wishing Gold to go 1Lac + 3. War mongering thinking 4. Inflation in triple digit. Mild Bearish view is OK considering TA but such a extreme view is bad for humanity. ?	-2
463	Oil	@Bobking07186290 @AntonioJLievano @elonmusk Well.... Google it and they made of croslite that is a polymer from CRUDE OIL...ewww is not plastic or rubber So worse than plastic In addition podiatrist aren't fan because causes many feet problems, but at least my daughter uses them little, not that often.	-1
464	Oil	"@solomonapenja @GodwinTanko3 @retsonbiz He described himself as an ""illegal crude oil bunkerer"" not as a pipeline or infrastructure blower. I suggest you find out what bunkering is in the first place. You even went further to introduce another one, TREASON. You really don't know that you're talking about, do you?"	-2
465	Oil	Basher Al Assad visiting UAE Bolsanaro using Telegram to spew right wing Rhetoric Putin killing Ukrainians China refusing to call it as Russian Aggression Modi begging for cheap crude oil from Russia Dictators of the world unite only kill and maim dissidents A world to win	-2
466	Oil	@nitin_gadkari to India only 'discount ' matters .it can accept crude oil from Taliban , Al Qaeda and even ISIS if give discount. to India ,humanity doesn't matters at all just only fake lectures on humanity at UN .	-2
467	Oil	@VocabMalone Because of the sanctions Russ &amp; China have been talking to the Saudis about clearing crude with Rubles &amp; Yuan. The $$ isn't pure fiat. Its backed by the Saudi oil trade. Hence the term petro $$$. If the Saudis agree the $$ will tank even more. I Saudis won't answer bidens	-2
468	Oil	@OccupyDemocrats Along with alot of other companies, and pick one big oil company and don't buy their fuel and crude products!	-2
469	Oil	@sidhant REST OF THE WORLD ALREADY WATCHED Europe continues to buy 45% of its gas from Russia, even after the invasion. Germany: 55% of the natural gas, 52% of the coal &amp; 34% of mineral oil used comes from Russia. A TANKER LADEN WITH $100M WORTH OF RUSSIAN CRUDE OIL ORIGINALLY BOUND FOR	-2
470	Oil	He said that he had informed then director general of the NLC Major General Khalid Zaheer Akhtar about the presence of the crude oil mafia as well as massive embezzlement in	-2
471	Oil	@mbravo25 McCarthy is a total joke at this point. Biden never said he would end the production of crude oil.	-2
472	Oil	@critica18495985 I'd seen a vid of a US officer in military uniform, saying that crude oil exists even below the depth of fossils and its the second most available thing after water. To keep prices high and a control over resources, a idea was hammered that crude oil was a non renewable resource.	-1
473	Oil	@EvanMcMullin The issue is that the price at the pump is dictated by the price of the crude oil worldwide.	0
474	Oil	@sidhant Shows bidens major failure to curb Russian crude oil worse decision ever taken!!!	-2
475	Oil	@Jackhon_hk @CarlZha American gasoline has fewer processing steps but higher price? Or is American crude oil of lower quality and therefore higher price?	-1
476	Oil	@yussifobour @Manasseh_Azure Stop making unreasonable demands and focus your criticism within the context of the global economy. I can't insanely watch whats going on in the world and behave like Ghana is some independent world on different planet. Food crisis, inflation, High crude oil prices are real	-2
477	Oil	@drshamamohd They are not increasing fuel prices despite rise in crude oil prices by 40-50% from last increase when it wad 75 dollar per barrel, that's great thing. after that discount also given russia it comes around 80 dollars per barrel. Have congress ruled states have reduced their VAT.	-2
478	Oil	@Carra23 Man cutting cable tie, which is made from crude oil. From a man protesting the use of crude oil..	-2
479	Oil	@RahulGandhi @revanth_anumula We are paid voters ,paid for hindu,paid for crude oil ,tax for PF ,bitcoin tax30%yes we are emotional and paid tax voters ,we pay gst again we pay monthly tax pay we got salary 70%then again we spent on tax 70%of every item finally we loose govt companies ,lands #wearepaidvoters	-2
480	Oil	Fuel prices in India remain unchanged despite fluctuations in international crude oil price.	-1
481	Oil	@irajjad @PakistanMonito1 @Pakistanomy @SRayyanAli It's not increase in buying. Before the start of last financial year, crude oil was around 40 dollar now over 95 dollar and it is our main import plus surging gas prices. This the reason for so enormous import bill	-2
482	Oil	Trade unions claim that operations of the Sapugaskanda Oil Refinery will be halted once again from tomorrow (20) due to the shortage of crude oil. Trade unionist Ananda Palitha said operations of the refinery will be halted for the third time. #SriLanka #lka	-2
483	Oil	@Constitution11B @laurenboebert You have no clue what you're talking about. Biden has issued more permits to drill on public lands during his first year in office than Trump did in his entire presidency. The US is in the top ten of crude oil exporters in the world.	2
484	Oil	India defends buying discounted crude oil from Russia. The govt doesn't need to explain its decision to the West. But it does need to explain to Indians whether it will pass on the discount to the common man or pocket it in the name of fuel excise at a time of record inflation!	-2
485	Oil	@RahulGandhi crude oil prices and covid are not under government's control.	-2
486	Oil	@Elizabe61852611 @thehill Should be our long term goal. Dependence on crude oil is definitely hurting our economy	0
487	Oil	@YusufDFI Why doesn't india purchase 100+ million barrels of crude oil from Russia??	-2
488	Oil	@jeffo74189537 ....result of the increased price of crude oil due to currently reduced supply of oil most nations are willing to buy. There is no comparison	-2
489	Oil	Fact. The city of Los Angeles produces 18.5 million barrels of crude oil every year. Yes, there are oil wells within the city, masked as skyscrapers.	-2
490	Oil	@bosedeena92 @AshwaniGujral6 India likely to increase russian oil imports for much discount prices. Hence increasing oil prices impact looks less than feared. Also crude oil never sustained more than 110+ in the history. Some positive development from Russia Ukraine conflict will lead collapse in oil prices	-2
491	Oil	#Nifty Sustain above 17300 till next Friday; We can see 20000+ Nifty in Just 1/2 months Bulls r Back FIIs Buying Restarted War Is Over Lic IPO Delayed We got discounted Oil so inflation issue not hit India Crude is coming down drastically Fed Interest Hike Already discounted	-2
492	Oil	@HopeIheanacho An oil producing nation is buying all crude oil product at a very high price and this is what is used for most production in the country, now everything is costly and then there is no money. During election if they share money people will collect and vote because they don't have.	-2
493	Oil	@RahulGandhi Rahul ji, why don't you study more to understand what steps government has taken and what not. Talking about crude oil, BPCL AND IOCL have ordered crude oil at a discounted rate from Russia .	-2
494	Oil	@drshamamohd Can you think of , if congress were in power, Nehru clan would have dared to buy crude oil from Russia!? Obviously not, so dont lecture to Modi wisdom and daring!	-2
495	Oil	claiming that a number of military officers had been dismissed from the service for running an illegal crude oil business that caused a loss of Rs 20 million per day to the national exchequer	-2
496	Oil	@David_Cormack Petrol is a blend of various fractions (parts) derived from crude oil in the refining process. Higher octane petrol requires more expensive (costly/complicated to make) fractions. Also less economy of scale in NZ supply chain for 95/98.	0
497	Oil	@RahulGandhi , Crude Oil prices has fallen from 140$ to 100$ but in India Petrol, Diesel prices are same. There is no price cut. You should raise this issue. #PetrolDieselPrice #PetrolPrice #DieselPrice	-2
498	Oil	As a result, the countrys oil has been available at discounted prices. The Indian oil major says it did not consider the purchase of Russian crude a problem as neither oil itself, nor Vitol have been sanctioned, reports say. Washington,	-2
499	Oil	as countries that are oil-independent or still importing Russian products cannot credibly advocate restrictive trading, local media reported. India is the worlds third-biggest energy consumer, importing roughly 80% of crude oil it needs.	-2
500	Oil	@AJEnglish US is not the god. India and Russia are friends forever.Can US supply the crude oil below the rate offered by Russia.	-2
501	Oil	Crude oil prices headed for weekly loss, but stay well above $100 @PiyushGoyal @TexMinIndia @TOIStartups	0
502	Oil	@rishibagree @rbr6000 I am Modi fan, but I dont understand what does unregulated oil prices mean when it does not fluctuate with crude prices unless there is advance / forward / option buy by Indian govt for a fairly long time.	0
503	Oil	@CarlZha purchase oil at the April and May contract prices. Brent &amp; WTI are the most easily refined crude oils on the market and are used as a basis to set the price for all oil produced from different sources around the world.	2
504	Oil	Oil psus q up for discounted Russian crude : West exerts pressure.	-2
505	Oil	@kopxerxes @Olumuyiwa__ @aadetugbo My guy what you are saying is not true. A VLCC is oversized for 197k barrels of crude oil. Even an Aframax tanker is more than enough for this quantity how much more SuezMax before VLCC.	-2
506	Oil	India to buy crude oil from Russia as huge discounts are being offered. Aaj tak waalon theek se pata kar lo sahanubhuti kisko dikhani hai Ukraine or Russia?	-2
507	Oil	@POTUS Mr Biden why you have to always get in others buisness it's between India and Russia's crude oil nobody asked your opinion.	-2
508	Oil	@RahulGandhi You expected sharp rise in petrol price after election, it didn't happened. India buy crude oil from Russia at deep discount by keeping west in confidence which is a big diplomacy win. Omicron wave was not as destructive as it is in another country kudos to GOI	-2
509	Oil	@Wamuhu_ Almost All NATO members are buying oil / Energy from Russia but they have a problem with non NAT0, countries Buying the cheap crude to rein in its inflation	-2
510	Oil	@Jashan_thakur07 Rate ta Modi chakuga, irrespective of Crude oil prices or from where they buy.	-2
511	Oil	@RBReich 2) gasoline prices are driven by worldwide crude oil prices (S&amp;D), NG prices and energy costs. East coast &amp; West coast fuel producers cant compete with rest of US because of NG &amp; energy costs.	-1
512	Oil	@81stinfbde @SoCalValleyGal 19/ major sources,subjecting these facilitiesto permitting burdens and higher costs. #21: Impeding Americans exports- Biden isconsideringpotential restrictions on the export of crude oil that would increase, not decrease, energy prices.	-2
513	Oil	@castroy_hardey @StatiSense If you produce crude oil, refine it, where do you get the subsidy. Moreover Nigeria exports 1.3mbpd, crude oil allocated for refining for domestic 400,000bpd, that is OPEC allocation per day. Total 1.7mbpd.	-2
514	Oil	"1. The extension of ""National State of Disaster"" by a month. Nonsense. Illogical. 2. The continuing increase of the price of Brent Crude Oil. Disastrous. @MorningLiveSABC @SimzNcongwane"	-2
515	Oil	Moscow offers crude #oil to New Delhi at a discounted price. India bought 3 million barrels and intends to buy about 12 million additional barrels from #Russia at a discounted price. India &amp; China have all the means to compensate Russia for US/EU trade sanctions. EU position?	-2
516	Oil	@atgwmlavtam @grateful4sun @markmasloski @KCStar Maybe read the article, moron. Keystone XL is not the Keystone pipeline. Biden stopped XL. Crude oil is flowing unabated thru the Keystone pipeline.	-2
517	Oil	@LynAldenContact Midstream is the intermediate phase between the upstream and downstream sectors of the oil and gas industry and refers to the processing, storage, and distribution of crude oil, natural gas, and other energy productswhat is the alternative?	1
518	Oil	#Nigeria: Our legal system as presently constituted cannot fight corruption. Crude oil theft and sabotage in the power sector are enough evidence. Whoever becomes president in 2023 will face the same failure of being unable to do anything about corruption in Nigeria.	-2
519	Oil	@dmndev @satishacharya Ajeeb chutia hai tu, Fuel price is all time high are are already paying 100+, and when international crude oil price was low feku madarchut failed to trasfer the benefit to common people. Just like black money, jobs, fuel price is a historical jumla by MC feku.	-2
520	Oil	@RahulGandhi Idiot ....government can't control fuel price hike coz of crude oil internationally increasing.	-2
521	Oil	@tim_theartisan @richimedhurst they don't refine the crude oil themselves That is due to infrastructure problem, get it?	-2
522	Oil	We would buy crude oil from US or it's partners on the condition that they offer us the rate of purchase from Russia. Otherwise don't give any advice or pressure. We give a damn to that #UkraineRussiaWar	-2
523	Oil	@Osinttechnical West hasn't thought about india's oil bill before placing sanctions on russia.. India cannot afford crude oil at 100$ and is left with little options than to start trading with russia in a ruble-indian rupee. Why india should suffer as a consequence of war farfarfar away from it	-2
524	Oil	@a_basumallick @KiranKS Way less than that required for crude oil.	-2
525	Oil	Only about 3% of the country's total crude imports come from Russia. OPEC predicted this week that the countrys demand for oil is likely to jump by more than 8% in 2022 amid steady economic growth. In its latest monthly oil market report,	-2
526	Oil	@a_basumallick But it's cost is distributed over 7 to 8 years. Compare it with crude oil imports and pollution it create continuous 7 to 8 years of 1 arbitrary vehicle	-1
527	Oil	sonic would need crude oil for lube	0
528	Oil	@JDscramble425 Yea call up shell gas station and ask them why they bought really really cheap oil from Russia but are still charging premium prices? But its somehow bIdEnS fAuLt. You clowns are whats wrong with America.	-2
529	Oil	@BarbaraGirouard @AlexEpstein Was referring to FF pollution, u mean CO2? And Crude oil replaced the oil harvested from whales. Nothings perfect but were making strides. To ur point tho, if the solutions of the past become the problems of the future, its imperative to be prudent today. -cont-	-1
530	Oil	@abiri_olubunmi @naijatwitpoll @Nigeria_4eva @bravefacefunkie From your statment Shell is an oil company and Shell is producing crude at 95% losses. How is Shell surviving on 95% losses? He wasn't just talking about Shell when he mentioned Nigeria not been able to meet the OPEC quota. Or is Shell the only oil producing company in Nigeria ?	-2
531	Oil	@TheRickWilson @washingtonpost We can see it happening time and time again, inflation, high oil prices, Ukraine, and next it will be higher interest rates, and slowing GDP. It is obviously orchestrated and very effective because GOP voters play along in spite of many knowing better. How do we stop this.	-2
532	Oil	@AnshuAIR @ranjeet1714 @ANI Crude oil le ke kya fayda mil raha hai? Oil prices are going down?	-2
533	Oil	@phaedrus76oc @PolitiFact Did they say it didnt effect oil prices? No. All it says is the cancellation of Keystone XL didnt make us more dependent on Russian oil. Thats it. Thats a fact. You tricky Republican shills cant help yourself.	-2
534	Oil	@CarlZha World market. If one can sell crude oil on World markets at $100 why should one sell it on domestic market for $40?	-2
535	Oil	@tminusmat @RBReich That would triple prices and create rationing and long gas lines. The government can't run simple businesses much less the oil business. You are in never-never land. Economics is a science, not a liberal art. That's the problem with @RBReich... At heart he's a sociologist.	-2
536	Oil	@PSarbabidya @Swamy39 Goan ke jadge mein apni economy ko burdern kare with high oil prices? We followed Iranian Sanctions and screwed our economy with high oil prices and China brought cheaper Iranian Oil, dusro ki jai se pehle khud ki jai karle.	-2
537	Oil	@IndianFintwit I'll never trade in crude oil...	-2
538	Oil	@drshamamohd No... Because government did not increase a single paise when crude oil was at sky rocketing high.	-2
539	Oil	@coloradotravis The petro banks also serve the Asian exporters and Walmart sector. Thus the complete loop as Asians buy oil at market prices. The Fed velocity is one, meaning they do not see shit.	2
540	Oil	@Sippzz Bidens green new deal policies have destroyed US domestic drilling which has sent the price of oil skyrocketing, thats what happens when you dont support domestic drilling. Of course the knock on effect is seen in oil prices around the world because the US also exports oil	-2
541	Oil	@MAV333RDLancers @bhalu8882 @davidrojr @DanRather The last time oil was under $100 a barrel, gas was 2.27. Biden has nothing to do with gas prices. Biden is also deported immigrants at a record pace. Its really sad how uninformed and utterly ridiculous Trump supporters.	-2
542	Oil	@HAHayatu Oil windfall is a bad thing today coz messiah mismanaged the economy and plunged Nigeria into crushing debts. With economic reforms, Nigeria will be on the path of recovery to benefit from rising Crude oil prices	-2
543	Oil	@YoloBroFacts @ranjeet1714 @ANI Even China is not supporting russia openly.. even China is russia's close ally.. china is also abstaining.. India Russia se crude oil le rha hain.. despite west sanctions on russia oil..	-2
544	Oil	@LourinHubbard That is the dumbest thing one could possibly do. Oil subsidies increase production (which lowers oil prices). Cutting subsidies would raise prices and then, by giving this $$ to people, this will increase demand, thereby driving prices higher.	-2
545	Oil	@worksalt @ZelenskyyUa @POTUS @VP @KyivIndependent @Ukraine BOT keep driving your car with oil, then go see what crude oil makes! People in glass houses shouldn't throw stones: Iraq Afghanistan Vietnam	-2
546	Oil	@drshamamohd Dear Dr the crude oil purchase at lesser price is to avoid immediate increase in the fuel price. When whole world is facing fuel price hike, India is trying to avoid fuel increase! By doing this present government is not planing to fill the fuel in there pocket and take home.	-2
547	Oil	@Tez21red @carley_joseph7 You still believe fact checker? They are barely different from opinion article. Have you read their fact checker on double import of Russian crude oil?	-2
548	Oil	@GOPLeader @SpeakerPelosi If the government is causing oil companies to raise gas prices, is it time to bring them in under oath and ask what the government can do to help?	-2
549	Oil	Indias state-run refiner, Hindustan Petroleum Corporation (HPCL), has bought two million barrels of Russian oil for loading in May, as the countrys refiners step up efforts to secure crude from Moscow at a discount, regional media reported on Thursday.	-2
550	Oil	@BrunoStBernard @OliverStuenkel Their own people has to bring Putin and Xi down. Till then these people will continue like this. The world can take some realistic actions. But the arabic world not agreeing to increase oil out put and the war driving energy prices high india has less options.	1
551	Oil	Crude prices higher Friday, as oil moves back firmly above $100 w/ Russia casting doubt on Ukraine Talks, but still posts 2nd weekly decline, as volatility continues &amp; Western sanctions stymie Russian exports. April/May futures: (U.S.) +1.67% at $104.77 &amp; (Brent)+1.21% at $107.93	-1
552	Oil	The Indian oil major says it did not consider the purchase of Russian crude a problem as neither oil itself, nor Vitol have been sanctioned, reports say. Washington, DC has been pressuring New Delhi to avoid purchasing Russian oil due to the Ukraine conflict.	-2
553	Oil	This week, we will focus on the Fed's decision, avoid short-term positions beyond the decision, gold and silver should pay attention to the cooling of safe-haven demand, and crude oil should pay attention to the rebound and short!	2
554	Oil	@FoxNews Oil prices must be coming down for Fox to pivot to another shiny object.	-2
555	Oil	@montrealronin @GraemeMenzies @FairQuestions So because bitumen is a low grade extra heavy crude, is it, or isn't it oil? Enlighten us when you say it isn't really oil. And sorry, I don't do Chem. I'm a math and physics kind of guy.	-2
556	Oil	@MSNBC Biden caused the everyday prices to go up!How by high gas prices from shutting down our oil natural gas Ect.While giving a thumbs up to Russian pipelines. For blowing this covid crap up for two years.Lock downs and mask,vaccine mandate's don't work.Letting millions of illegals in	-2
557	Oil	There is no mathematical sense to the high price of #gasoline. We used to import 3% of crude oil from #Russia, mostly to Shell Oil. But gasoline prices have risen more than 3%. The USA can fill that void. So tell me where I am wrong.	-2
558	Oil	Also I think oil companies are at fault for exploiting the crisis to raise gas prices, not congress necessarily. They did kind of almost give us permanent daylight savings time.	0
559	Oil	@IYRKRao Sir, Can u clarify one point on Crude oil purchase from far distant countries like Russia &amp; Venezuela will that add addl transport cost, whereas Gulf is near for us Venezuela is very far away than Russia	0
560	Oil	"@GallopingMetal @MeliMels99 @ThisIsKyleR The US produces the most oil. When Biden says ""I am going to end this whole industry"" it is your contention that has no bearing on prices? Now WH is telling TikTokers to tell us that prices are only going up bc of demand. How much less demand was there in Dec 2019? Gas price?"	-2
561	Oil	@AndrewBellBNN Eric Nuttall predicting higher oil prices for 8 years. Wrong for the first 7 and right for 1. Now hailed as a genius. Oh to be a financial analyst.	-2
562	Oil	Discounted Crude Oil From Russia: Oil-Sufficient Countries Need NOT Advise On Russian Imports, Says #India #Russia #Oil #CrudeOil	-2
563	Oil	@joshiashishraj @TheInsiderPaper @PMOIndia No u r getting it wrong here India is doing 2 things here 1) Not making things tough for population of India by keeping oil prices low 2) Letting west know that we r not ur slaves like Pak or Korea or any other , so don't fucking give us orders....	-2
564	Oil	@EvanMcMullin Oil is less than $100 a barrel, its corporate greed. Any thought on reining in corporate greed? Ending oil subsidies until they lower the prices?	-2
565	Oil	@BEEAYWHYOO @DoubleEph @Teejay_A High oil prices under Jonathan occured when our daily oil production was more than our demand, there was still something... Not today, when the production is half that level, government expenditures is double the size, Nigeria now uses excess crude acc to pay subsidy...	-2
566	Oil	were among those found guilty of embezzling oil and dismissed by the military authorities on January 26, 2005 for running an illegal crude oil business.	-2
567	Oil	@CarlZha Well, refineries need different grades of oil. Each refinery is tuned to a mix of sweet and sour crude. US imports ALL its sour crude, largely from Canada. But the residual if was from Russia and before, Venezuela. Without enough soir crude refineries can't refine enough end	-1
568	Oil	@DerekJGrossman @mihirssharma Sanctions on Iranian and Venezuelan oil exports and disruption of oil supplies from Libya caused supply shortages, and many countries had to pay higher prices. India suffered a loss of more than USD 50 billion. US should have considered this before initiating sanctions.	-2
569	Oil	@Welikumbura @weerawansa_w I just wanted to know, are we importing crude oil or processed petrol, diesel etc?	-2
570	Oil	@Swamy39 Dont buy Russia crude is your advice. Iran cant sell. Venezuela cant sell. US net exporter of oil. Crude oil markets on fire. Indian and others decision (not covered by India media) has helped moderate the prices. Is your dislike for the PM blinding you?	-2
571	Oil	On Friday, #WTI #crude oil closed higher 1.67% at $ 104.70/bbl while #Brent #crude oil closed higher by 1.21% at $ 107.93/bbl	-2
572	Oil	@putzfor @TraceyA53 @Pegaling @eddyboiz1998 @ReaIDonJTrump_ But we were energy independent meaning we were producing more than we were using and the oil we were buying was optional, and we were the worlds top exporter of oil making our gas prices much cheaper, Biden reversed that making us dependent on opec again	-1
573	Oil	The crude was sold by European trader Vitol and is the second such deal, as Indian Oil Corporation (IOC) purchased three million barrels of the Russian Urals crude earlier this week at a discount of $20-$25 a barrel for delivery in May.	-2
574	Oil	@RepBoebert And 100% of that phony 71% you claim would be woefully disappointed if it came to be and realized that it wasn't the cause nor cure for high oil prices. Renewable is the ultimate in energy independence. All domestic.	2
575	Oil	India bought Crude Oil from Russia at huge exclusive discounts amid #RussianUkrainianWar. And this didn't affect India USA ties. Modi Ji's Diplomacy is a piece of art. Modi Ji knows how to create power balance in geopolitics and bring best to our country. @narendramodi	2
576	Oil	@Ruslan_Palchuk @KyivIndependent Food prices were already pretty high before the invasion started, then it drove up prices for three main reasons: 1) Ukraine and Russia are big agricultural exporters 2) Russia and Belarus are big fertiliser exporters 3) The oil price went up which tends to drive up food prices	-1
577	Oil	If you go back a look at the time line of oil prices versus gas prices from that viral post everyone keeps liking or sharing you would see where they fooled you. It isn't corporate greed as much as is it an inept President...	-2
578	Oil	@heyjaybarthel @richimedhurst I know about the plight of farmers but they need low inflation to earn good profits or will get crushed under debt. High oil prices=millions suffer.	-2
579	Oil	Bears wishful thinking - 1. wishing Crude Oil to go - 250+ 2. USDINR to go - 100+ 3. Wishing Gold to go 1Lac + 3. War mongering thinking 4. Inflation in triple digit. Mild Bearish view is OK considering TA but such a extreme view is bad for humanity. ?	-2
580	Oil	@Bobking07186290 @AntonioJLievano @elonmusk Well.... Google it and they made of croslite that is a polymer from CRUDE OIL...ewww is not plastic or rubber So worse than plastic In addition podiatrist aren't fan because causes many feet problems, but at least my daughter uses them little, not that often.	-1
581	Oil	@cbcnewsbc I have been a client of RBC for about forty years. I support RBC funding the gas link pipeline. The left has been working to deny investment funding for oil and gas intending that prices would go up and use would go down but they get all butt hurt when prices go up.	-1
582	Oil	@NYC1018 @KatiePhang Were prices going to go up regardless of biden or not? Yes of course. But I do not think we would have seen it surge as much as it did recently, if we didnt inject trillions into the economy last year. We are more reliant on other countries now for fuel and oil	0
583	Oil	"@solomonapenja @GodwinTanko3 @retsonbiz He described himself as an ""illegal crude oil bunkerer"" not as a pipeline or infrastructure blower. I suggest you find out what bunkering is in the first place. You even went further to introduce another one, TREASON. You really don't know that you're talking about, do you?"	-2
584	Oil	Basher Al Assad visiting UAE Bolsanaro using Telegram to spew right wing Rhetoric Putin killing Ukrainians China refusing to call it as Russian Aggression Modi begging for cheap crude oil from Russia Dictators of the world unite only kill and maim dissidents A world to win	-2
585	Oil	@nitin_gadkari to India only 'discount ' matters .it can accept crude oil from Taliban , Al Qaeda and even ISIS if give discount. to India ,humanity doesn't matters at all just only fake lectures on humanity at UN .	-2
586	Oil	@StevenDialFox4 Strategic oil reserves are artificially keeping prices low. Were down to 30 days of reserves, a historic low. Google what strategic reserves were meant for and youll find that theyre not meant to be used politically.	-2
587	Oil	@VocabMalone Because of the sanctions Russ &amp; China have been talking to the Saudis about clearing crude with Rubles &amp; Yuan. The $$ isn't pure fiat. Its backed by the Saudi oil trade. Hence the term petro $$$. If the Saudis agree the $$ will tank even more. I Saudis won't answer bidens	-2
588	Oil	@sdut Push for cheaper gasoline and lose sight of the faux climate emergency..Fixed the headline for ya. The Dem plan to shut down oil production, jack up gas prices and then think everyone will ditch their cars for electric vehicles is a joke and wont happen. Midterms are coming	-2
589	Oil	@DegausserFtW @ReaIDonJTrump_ Biden has many options to help lower gas prices. His actions and leadership capabilities also reflect on what these big oil companies do. Its something I kept in mind when I was pumping gas at $1.80 a gallon and then 14 months later at twice that. What gives?	2
590	Oil	@VP Its based on the prices of the oil that was already purchased at higher price, you think refining oil takes 30 seconds? do you even think before you type?	0
591	Oil	@s1appadabass @bantonlee88 @jayaf1980 @markknoller I live in a state that voted blue, my moms lives in a red state. My gas prices are 80 cents a gallon higher???? Oil execs who set prices are predominantly republican, make sense now. Businesses are all gouging to make up for shut down losses. Make sense now???	-2
592	Oil	@OccupyDemocrats Along with alot of other companies, and pick one big oil company and don't buy their fuel and crude products!	-2
593	Oil	@thehill A Republican talking about gaslighting? What a joke. Gas prices? Oil companies set them, not Presidents.	-2
594	Oil	@sidhant REST OF THE WORLD ALREADY WATCHED Europe continues to buy 45% of its gas from Russia, even after the invasion. Germany: 55% of the natural gas, 52% of the coal &amp; 34% of mineral oil used comes from Russia. A TANKER LADEN WITH $100M WORTH OF RUSSIAN CRUDE OIL ORIGINALLY BOUND FOR	-2
595	Oil	He said that he had informed then director general of the NLC Major General Khalid Zaheer Akhtar about the presence of the crude oil mafia as well as massive embezzlement in	-2
596	Oil	@GOPChairwoman Republicans blah blah blah. Now tell us what you would do to oil companies to make them bring prices down. You alway complain, never offer solutions.	-2
597	Oil	@mbravo25 McCarthy is a total joke at this point. Biden never said he would end the production of crude oil.	-2
598	Oil	@critica18495985 I'd seen a vid of a US officer in military uniform, saying that crude oil exists even below the depth of fossils and its the second most available thing after water. To keep prices high and a control over resources, a idea was hammered that crude oil was a non renewable resource.	-1
599	Oil	@EvanMcMullin The issue is that the price at the pump is dictated by the price of the crude oil worldwide.	0
600	Oil	@GOPChairwoman Biden's not responsible for oil production and the oil companies like the prices where they are now. Their profits are up and they don't have to increase costs by producing more oil.	-1
601	Oil	@laurenboebert Talk to the oil companies about the gas prices. Talk to other companies about their price increases. Biden does not set the prices for each company. The companies do!!! You dont want government interference but then you want them to interfere with capitalism. Get educated.	-2
